# Table S3 Comprehensive yeast annotation table
# Costa et. al
# See Materials and Methods for additional information on annotation derivation
#
# gene: systematic gene name
# name: common gene name
# secretome: whether gene is a member of the secretome
# srp_dept: whether gene is predicted to be SRP-dependent, SRP-independent, or Internal
# tailanchor: whether this gene is annotated as tailanchor
# mitop2: whether gene is a member of the mitop2 reference set
# chx_dept: whether gene is predicted as CHX-dependent or CHX-independent for ER enrichment
# amino_acid_length: length of gene in amino acids
# hydrophobic_start: position, in amino acids, where the first Phobius-predicted hydrophobic feature begins
# first_hydrophobic_type: whether first Phobius-predicted hydrophobic feature is signal peptide (SP) or transmembrane domain (TMD)
# hydrophobic features: all Phobius-predicted hydrophobic features throughout length of protein
# For a given sequencing experiment:
#	The first portion indicates the protein to which BirA was fused
#	'XmAuxin' indicates X minutes of auxin treatment prior to biotinylation
#	'XmCHX' indicates X minutes of CHX pre-treatment (in addition to biotinylation time)
#	'XmBiotin' indicates X minutes of biotinylation time
#	'input' represents the whole cell ribosome profiling library
#	'pulldown' represents a biotin pulldown ribosome profiling library
#	'cts' refers to the number of sequencing reads that mapped to the gene
#	'rpkm' is reads per kilobase per million, which corrects counts for total sequencing reads in the library and gene length
#	'log2enrich' represents log2(*pulldown_rpkm/*input_rpkm)
#
gene	name	secretome	srp_dept	tailanchor	mitop2	chx_dept	amino_acid_length	hydrophobic_start	first_hydrophobic_type	hydrophobic_features	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_15mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_cts	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_rpkm	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_cts	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_60mAuxin_2mCHX_2mBiotin_log2enrich	sec63BirA_srp72-AID_0mAuxin_0mCHX_1minBiotin_input_cts	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_input_rpkm	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_pulldown_cts	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_0mAuxin_0mCHX_1mBiotin_log2enrich	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_input_cts	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_input_rpkm	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_pulldown_cts	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_30mAuxin_0mCHX_1mBiotin_log2enrich	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_input_cts	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_input_rpkm	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_pulldown_cts	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_pulldown_rpkm	sec63BirA_srp72-AID_60mAuxin_0mCHX_1mBiotin_log2enrich	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_15mAuxin_2mCHX_2mBiotin_log2enrich	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_cts	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_input_rpkm	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_cts	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_pulldown_rpkm	BirAubc6_srp72-AID_60mAuxin_2mCHX_2mBiotin_log2enrich	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	tom20BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	tom20BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_cts	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_input_rpkm	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_cts	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_pulldown_rpkm	om45BirA_srp72-AID_0mAuxin_2mCHX_2mBiotin_log2enrich	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_cts	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_input_rpkm	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_cts	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_pulldown_rpkm	om45BirA_srp72-AID_30mAuxin_2mCHX_2mBiotin_log2enrich
YMR192W	GYL1	no	Not secreted	no	no		720	None	None	None	304.0	12.08487054	84.0	2.87045874	-2.07384879466	3780.0	15.23965246	979.0	5.65757225	-1.42957499392	2561.0	11.52600577	634.0	4.4285111	-1.37999900698	1117.0	14.92829961	345.0	5.84503289	-1.35276679845	940.0	19.63860865	838.0	12.51684169	-0.649822141263	524.0	13.83857458	273.0	9.06522493	-0.610280625903	564.0	15.54487444	847.0	11.43962605	-0.442399071082	74.0	9.64858216	37.0	2.84794846	-1.76039391904	530.0	19.24624142	143.0	7.51908272	-1.3559481526	352.0	13.00558952	92.0	5.90468221	-1.13920047456	318.0	14.4092476	144.0	8.59320695	-0.745726460133	1279.0	22.93898727	502.0	12.18247398	-0.912994558281	1158.0	18.89118516	508.0	11.76789454	-0.682856990876	2596.0	18.09751701	2712.0	11.98142908	-0.594991777032	952.0	13.06316009	1245.0	7.9809938	-0.710863631022
YMR193W	MRPL24	no	Not secreted	no	yes		258	None	None	None	225.0	24.96110042	86.0	8.20131068	-1.605755142	3494.0	39.31144016	1123.0	18.11089713	-1.11809120484	2487.0	31.23617375	1120.0	21.83229008	-0.516754273965	1206.0	44.9797739	779.0	36.83139029	-0.288340552851	694.0	40.46272461	768.0	32.01288035	-0.337940980099	453.0	33.38651314	392.0	36.32576715	0.121727838521	453.0	34.8432861	1033.0	38.9351211	0.160191421341	59.0	21.46824691	94.0	20.19161445		469.0	47.52867342	198.0	29.05405844	-0.710058433175	435.0	44.85278627	188.0	33.67280858	-0.413613550201	322.0	40.71766325	271.0	45.13098999	0.148463656926	1532.0	76.67879011	9495.0	643.04228932	3.06801414024	1213.0	55.22353921	7260.0	469.33664729	3.08726785837	2261.0	43.98733576	36246.0	446.8809203	3.34473032244	1023.0	39.17416291	22438.0	401.4066438	3.35709014335
YMR194C-B	CMC4	no	Not secreted	no	no		73	None	None	None	0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0			0.0		0.0		
YMR194W	RPL36A	no	Not secreted	no	no		100	None	None	None	4659.0	1619.63788668	1537.0	459.30660201	-1.81814187022	42502.0	1498.47474586	14291.0	722.21554875	-1.05299338413	30139.0	1186.19172645	11948.0	729.82795069	-0.700708905393	5319.0	621.64716584	2555.0	378.54330262	-0.715637625037	7961.0	1454.47842673	11212.0	1464.50422157	0.00991045382457	4411.0	1018.71787654	3699.0	1074.13054426	0.0764147744243	2383.0	574.36630568	5462.0	645.1146605	0.167584484921	1026.0	1169.86551226	766.0	515.60363263	-1.18200835392	4158.0	1320.41771561	1474.0	677.77119326	-0.962124174386	3405.0	1100.17378788	1231.0	690.91329962	-0.671154847518	1121.0	444.1979957	653.0	340.7711015	-0.382399887694	11449.0	1795.67629361	5361.0	1137.71734874	-0.658385115914	6208.0	885.643932	3223.0	652.90825387	-0.439846508489	24126.0	1470.80950159	21265.0	821.56347104	-0.840166459626	9092.0	1091.0069716	12015.0	673.54744838	-0.69580883486
YMR195W	ICY1	no	Not secreted	no	no		127	None	None	None	509.0	114.71361783	266.0	51.53264509	-1.15447811529	3780.0	86.3980297	1144.0	37.48022739	-1.20486870646	2358.0	60.16471037	971.0	38.45178323	-0.645867016034	782.0	59.2505926	341.0	32.752995	-0.855202747694	564.0	66.80219636	883.0	74.77221051	0.162606647222	424.0	63.48259974	374.0	70.40707705	0.149359239694	141.0	22.03210551	400.0	30.62789747	0.475238959308	226.0	167.0586602	161.0	70.25626412	-1.24965600454	857.0	176.43293428	245.0	73.03376418	-1.27248439569	359.0	75.19874686	86.0	31.29218784	-1.26490609021	255.0	65.50631059	95.0	32.13994725	-1.02726633507	921.0	93.64661884	397.0	54.61991975	-0.777799711719	317.0	29.31829315	110.0	14.44629623	-1.02110145609	5459.0	215.75266814	7364.0	184.44270865	-0.226205642988	1243.0	96.69660023	2450.0	89.03945274	-0.119020441144
YMR196W	YMR196W	no	Not secreted	no	no		1088	None	None	None	340.0	8.94439432	77.0	1.74127093	-2.36084309776	6428.0	17.14994503	1892.0	7.23556002	-1.24502736387	3607.0	10.74283728	1212.0	5.60240758	-0.939256222736	4412.0	39.02080949	1580.0	17.71448588	-1.13931411175	1068.0	14.76582497	820.0	8.10528321	-0.865327460893	912.0	15.93890606	520.0	11.42675411	-0.480136966772	1715.0	31.28065511	1864.0	16.66011239	-0.908872594055	76.0	6.55766116	124.0	6.31619729	-0.0541251230628	1434.0	34.46059819	388.0	13.50094449	-1.35188740714	865.0	21.14984008	292.0	12.40209787	-0.77006257522	1576.0	47.25785423	797.0	31.47420009	-0.586384411775	1812.0	21.50628963	773.0	12.41408945	-0.792780199002	1494.0	16.12890351	750.0	11.49740739	-0.488339786143	3415.0	15.75464474	6191.0	18.10019865	0.200228308387	1206.0	10.95121259	2540.0	10.77519008	-0.0233773038817
YMR197C	VTI1	yes	Tail anchor	yes	no		217	195	TMD	TMD	301.0	39.70156962	103.0	11.67836406	-1.76535785476	5045.0	67.48654524	1240.0	23.77616822	-1.50508367311	4629.0	69.12405348	1190.0	27.57961529	-1.32558548783	1881.0	83.41011652	648.0	36.42634805	-1.1952400098	1094.0	75.8355685	1232.0	61.05682422	-0.312722110034	871.0	76.3222191	647.0	71.28415084	-0.0985217721993	1109.0	101.4173885	2039.0	91.37310985	-0.150463467762	78.0	33.74420064	97.0	24.77278867	-0.445883296663	788.0	94.94433121	241.0	42.04541372	-1.17513342369	667.0	81.76848963	210.0	44.71989335	-0.870628244575	696.0	104.63962782	302.0	59.79604836	-0.807307262864	1261.0	75.03977878	669.0	53.86797573	-0.478227722655	2026.0	109.66368843	847.0	65.10153495	-0.75232243873	3506.0	81.09591528	3661.0	53.66503632	-0.595646795149	1718.0	78.21809291	2305.0	49.02654791	-0.673939179949
YMR198W	CIK1	no	Not secreted	no	no		594	None	None	None	165.0	7.95057273	89.0	3.68644773	-1.10882748938	1958.0	9.56845904	557.0	3.90165319	-1.29420105804	1727.0	9.4212308	535.0	4.52968825	-1.05650378538	582.0	9.42814397	182.0	3.73753531	-1.33488657996	333.0	8.43282615	277.0	5.01506494	-0.749747829946	256.0	8.19494585	152.0	6.11794512	-0.421687250915	227.0	7.58368042	326.0	5.33693692	-0.50688621017	35.0	5.53153768	26.0	2.425771		245.0	10.78405751	62.0	3.95154167	-1.44841256842	186.0	8.33002635	62.0	4.82332407	-0.78829331391	142.0	7.79917347	64.0	4.62933708	-0.75251562546	373.0	8.10883716	202.0	5.94195278	-0.448557900689	402.0	7.94918766	195.0	5.47539832	-0.537843516069	1408.0	11.89769994	1980.0	10.60303458	-0.16620547704	638.0	10.61153061	1136.0	8.8269772	-0.265641389605
YMR199W	CLN1	no	Not secreted	no	no		546	None	None	None	534.0	27.99300551	294.0	13.24827111	-1.07926229101	4836.0	25.71043408	1590.0	12.11670111	-1.08535700352	2941.0	17.45436817	1216.0	11.20061601	-0.640010054158	1271.0	22.3997192	609.0	13.60582908	-0.719255776135	1440.0	39.67210165	1283.0	25.27069878	-0.650659269088	660.0	22.98496575	384.0	16.81461839	-0.45097447931	449.0	16.31902881	772.0	13.74945778	-0.247180475123	94.0	16.16216316	161.0	16.3416585	0.0159341059639	664.0	31.79640299	241.0	16.71035673	-0.928121035813	425.0	20.70695135	147.0	12.44130366	-0.734977497645	254.0	15.17706361	224.0	17.62709118	0.215901729371	1355.0	32.04666532	639.0	20.44901942	-0.648142578025	576.0	12.39118903	243.0	7.42302944	-0.739234636073	5090.0	46.79203589	6010.0	35.01331749	-0.418359238056	1340.0	24.24688501	2075.0	17.54064572	-0.467097558227
YMR200W	ROT1	yes	SRP independent	no	no	indept	256	11	SP	SP+TMD	1315.0	147.0234816	9177.0	881.99329863	2.58472110326	11423.0	129.52570689	63043.0	1024.65300909	2.98382507252	9249.0	117.07295078	57486.0	1129.33581594	3.26999485467	4175.0	156.93007443	34790.0	1657.73392145	3.40101869698	2052.0	120.57374488	8032.0	337.4170094	1.48461691025	1700.0	126.27039065	5643.0	527.00959062	2.06131283767	2033.0	157.59339963	19724.0	749.23135275	2.24920415995	332.0	121.74815661	3378.0	731.27811641	2.58652026123	1518.0	155.03664522	9073.0	1341.75204853	3.11343692738	1340.0	139.24663497	6912.0	1247.68502441	3.16353940571	1325.0	168.85837032	6862.0	1151.69113453	2.76986825979	2963.0	149.46099822	1197.0	81.69932285	-0.871373036898	3541.0	162.46847467	1438.0	93.68854032	-0.794215307235	6550.0	128.42457481	10126.0	125.81991583	-0.0295609950505	3550.0	137.00366494	8046.0	145.06417804	0.0824768193791
YMR201C	RAD14	no	Not secreted	no	no		371	None	None	None	103.0	7.9462867	41.0	2.71903292	-1.5471872279	1220.0	9.54556591	449.0	5.03561299	-0.922663320937	1471.0	12.8481475	561.0	7.60483732	-0.7565710688	925.0	23.99150483	223.0	7.33214955	-1.7102155341	232.0	9.40652976	216.0	6.26127933	-0.58720512007	206.0	10.55810262	161.0	10.37529372	-0.0251984144356	292.0	15.61886794	538.0	14.10162886	-0.147428074327	38.0	9.61554629	30.0	4.48136422		150.0	10.57109329	75.0	7.6532989	-0.465970941309	235.0	16.85054021	82.0	10.21365399	-0.722295752861	244.0	21.45668361	84.0	9.72815881	-1.1411884216	354.0	12.3215557	130.0	6.12256937	-1.00897529988	680.0	21.5287168	281.0	12.63280994	-0.769086755285	809.0	10.94514234	878.0	7.52786876	-0.539977335064	522.0	13.90081907	648.0	8.06159943	-0.786031888035
YMR202W	ERG2	yes	SRP dependent	no	no	indept	222	6	TMD	TMD	3722.0	479.87078415	37265.0	4130.02490066	3.10543259433	34114.0	446.06220854	175962.0	3297.96337727	2.88625854842	29402.0	429.16633701	116332.0	2635.40397457	2.61841530258	9351.0	405.31693396	33690.0	1851.17892533	2.19132198844	5556.0	376.46501324	23684.0	1147.32198421	1.60768262638	4086.0	349.97575238	5641.0	607.5073812	0.795646967286	3429.0	306.51739194	10309.0	451.56937357	0.558978707243	673.0	284.59441015	9751.0	2434.21581318	3.09647784984	3102.0	365.33507938	13347.0	2276.10350455	2.63927397223	2920.0	349.90468123	8429.0	1754.54405585	2.32606230261	2291.0	336.68114486	4761.0	921.44725872	1.45251866381	9123.0	530.66554748	3521.0	277.12603142	-0.937260652783	9837.0	520.46656878	4954.0	372.19503864	-0.483746673218	20794.0	470.14504903	27398.0	392.57019118	-0.260155295789	10063.0	447.83527137	19381.0	402.94273112	-0.152393350905
YMR203W	TOM40	no	Not secreted	no	yes		387	None	None	None	4232.0	312.99370958	1484.0	94.34686089	-1.73008724038	48940.0	367.08679288	16985.0	182.61418094	-1.00732240737	38948.0	326.11888358	15408.0	200.23328904	-0.703716137277	13767.0	342.30876025	5512.0	173.73951498	-0.97837229864	10235.0	397.82515498	11099.0	308.42965192	-0.367193032209	7172.0	352.38862729	5428.0	335.33378246	-0.0715695330453	6282.0	322.12733379	12016.0	301.93250412	-0.0934050078254	699.0	169.56276374	793.0	113.55993092	-0.57836550993	4928.0	332.93717498	1755.0	171.6830726	-0.955502166148	4504.0	309.60452011	1813.0	216.48511334	-0.516158713413	3286.0	277.01499263	1684.0	186.96331399	-0.567208848323	13329.0	444.75700321	70667.0	3190.58237382	2.84273055404	13175.0	399.87366259	66135.0	2850.28275195	2.83348887645	28936.0	375.29634304	265044.0	2178.50441685	2.53723590077	13750.0	351.0229651	165300.0	1971.43293284	2.48960730684
YMR204C	INP1	no	Not secreted	no	no		420	None	None	None	116.0	7.90514088	99.0	5.79949827	-0.446863079276	1463.0	10.11138846	457.0	4.5273787	-1.15923322328	1099.0	8.47910772	390.0	4.66999368	-0.860491856472	370.0	8.47699837	196.0	5.69255377	-0.57447749603	224.0	8.02258056	214.0	5.47958566	-0.549999564001	219.0	9.91487841	119.0	6.77401423	-0.549584062766	185.0	8.74103882	260.0	6.01984032	-0.53807952645	46.0	10.28188678	65.0	8.57683319		251.0	15.62525045	80.0	7.2111083	-1.11558639988	215.0	13.61786565	58.0	6.3814578	-1.09354266467	145.0	11.26329327	70.0	7.16100579	-0.65339457941	311.0	9.56196811	130.0	5.40826961	-0.822140520349	337.0	9.42461791	137.0	5.44050018	-0.792694836501	903.0	10.79158565	1100.0	8.33095574	-0.373352942859	429.0	10.09140879	717.0	7.87934259	-0.35698042383
YMR205C	PFK2	no	Not secreted	no	yes		959	None	None	None	24325.0	725.99755338	5411.0	138.82364582	-2.38671136336	270727.0	819.46181872	64643.0	280.46767198	-1.54684224262	162532.0	549.18924405	39977.0	209.648891	-1.38932817173	36325.0	364.48250063	8982.0	114.24963057	-1.6736600499	46067.0	722.58124048	34227.0	383.82518246	-0.912710431582	29148.0	577.93995754	14409.0	359.22261322	-0.686041447011	17335.0	358.71195407	21267.0	215.64954103	-0.734137178318	3570.0	349.47320656	3136.0	181.22593297	-0.947392435034	24503.0	668.04114063	6047.0	238.71663443	-1.48463785146	17770.0	492.93391132	4807.0	231.63101658	-1.08956578391	7785.0	264.84189719	3334.0	149.37305511	-0.826211441391	44441.0	598.41353503	16911.0	308.11649882	-0.95766686981	33420.0	409.32755381	11481.0	199.6772844	-1.03558556593	136946.0	716.76624767	136036.0	451.21827291	-0.667677209377	54476.0	561.21646163	70921.0	341.33149433	-0.717383790116
YMR206W	YMR206W	no	Not secreted	no	no		313	None	None	None	3.0	0.27433286	0.0	0.0		47.0	0.43588235	20.0	0.2658677		58.0	0.60046183	8.0	0.12854247		37.0	1.1374886	3.0	0.1169169		3.0	0.14417577	2.0	0.06871774		2.0	0.12150055	1.0	0.0763843		4.0	0.2536041	23.0	0.7145694		1.0	0.29993002	0.0	0.0		7.0	0.58473119	5.0	0.60476547		5.0	0.42495754	3.0	0.44291268		21.0	2.18887841	7.0	0.96090174		12.0	0.4950774	3.0	0.16747161		17.0	0.63795159	3.0	0.15986172		33.0	0.52919582	91.0	0.92480142		18.0	0.56816171	29.0	0.42763553	
YMR207C	HFA1	no	Not secreted	no	yes		2123	None	None	None	142.0	1.91442901	32.0	0.37085531	-2.36798583266	1957.0	2.67581812	385.0	0.75455456	-1.82628292943	1621.0	2.47419982	352.0	0.83386097	-1.56908325152	607.0	2.75123928	185.0	1.06297266	-1.37197712801	446.0	3.16009561	196.0	0.99286297	-1.67030168537	281.0	2.51680109	110.0	1.23877127	-1.02268137164	372.0	3.47723111	262.0	1.20008556	-1.53480169093	44.0	1.94566003	83.0	2.16666115		210.0	2.58625806	106.0	1.89024106	-0.452296004997	162.0	2.02994792	155.0	3.37382772	0.732943591868	220.0	3.38079912	241.0	4.87744436	0.528761118359	548.0	3.33324132	3753.0	30.88821717	3.21205892821	503.0	2.78292263	3111.0	24.44092109	3.13462595119	1143.0	2.70235897	28360.0	42.49204815	3.97490165031	540.0	2.5129715	15558.0	33.82391635	3.75057749931
YMR208W	ERG12	no	Not secreted	no	no	dept	443	110	TMD	TMD	1339.0	86.51228165	781.0	43.37623235	-0.99600021211	12677.0	83.06699957	4606.0	43.2613553	-0.941196581321	8316.0	60.82925605	3533.0	40.10891257	-0.600842507526	3058.0	66.4237547	1220.0	33.5935937	-0.983513138378	2658.0	90.25403125	2618.0	63.55491663	-0.505987635344	1783.0	76.53149286	1165.0	62.87393371	-0.283591513628	1513.0	67.77598106	2229.0	48.92910328	-0.470081248432	240.0	50.85946546	277.0	34.65284853	-0.553542349673	1479.0	87.29050456	540.0	46.14783754	-0.919561680742	1189.0	71.39996587	469.0	48.92268844	-0.545419698416	811.0	59.72605207	460.0	44.61484421	-0.420836559685	3086.0	89.95563795	1668.0	65.78950094	-0.451356335998	3718.0	98.57999707	1908.0	71.83600897	-0.456587738372	7488.0	84.84161196	9054.0	65.0112021	-0.384083701032	3295.0	73.4844571	5367.0	55.91753106	-0.394138471349
YMR209C	YMR209C	yes	SRP dependent	no	no	indept	457	10	SP	SP	323.0	20.2295973	2591.0	139.49406553	2.78566424073	2464.0	15.65093411	7316.0	66.60968966	2.08948329479	2158.0	15.30160514	3795.0	41.76346816	1.44855852276	1285.0	27.05681012	2077.0	55.43967266	1.03492697732	527.0	17.34641666	2861.0	67.32632281	1.95653300218	290.0	12.06630686	425.0	22.23418238	0.881795175953	420.0	18.2378526	1043.0	22.19366481	0.28321204686	89.0	18.28260526	961.0	116.5386774	2.6722652694	321.0	18.36501927	841.0	69.66924709	1.92356156243	266.0	15.48407664	399.0	40.34575936	1.38163168995	294.0	20.98832647	363.0	34.12838209	0.70138488666	708.0	20.00567688	492.0	18.81105593	-0.0888286076002	618.0	15.88383682	666.0	24.3066765	0.613793199543	2059.0	22.61449783	4874.0	33.92507038	0.585103848302	875.0	18.91627636	4037.0	40.77206125	1.10795277045
YMR210W	MGL2	no	Not secreted	no	no		449	226	TMD	TMD	240.0	15.29909763	87.0	4.76735432	-1.68218580382	2171.0	14.03554374	1053.0	9.75802539	-0.524423813033	2453.0	17.70324818	1590.0	17.80950135	0.00863303353775	918.0	19.67369827	845.0	22.95676713	0.222651308315	344.0	11.52464245	317.0	7.59269857	-0.602037352538	338.0	14.3140631	305.0	16.24059484	0.182171230158	419.0	18.51860605	901.0	19.51368833	0.0755109842604	32.0	6.69064386	40.0	4.93715256		305.0	17.76053543	158.0	13.32208092	-0.414855625363	292.0	17.30040963	132.0	13.58528609	-0.348761250316	247.0	17.94722439	263.0	25.16718739	0.487783251457	601.0	17.28479859	915.0	35.60729847	1.04266918962	816.0	21.34651385	1281.0	47.58502925	1.15650727878	1529.0	17.09259279	3950.0	27.98350998	0.711205674264	812.0	17.86707603	3463.0	35.59805496	0.994494861222
YMR211W	DML1	no	Not secreted	no	yes		475	None	None	None	175.0	10.54497014	67.0	3.47044936	-1.60336062713	1174.0	7.17447699	441.0	3.86300165	-0.893151371251	1025.0	6.99249245	350.0	3.70574397	-0.916043582032	385.0	7.79932084	268.0	6.88242592	-0.180431324214	356.0	11.27383689	322.0	7.29030167	-0.628928180725	148.0	5.92462237	97.0	4.88232357	-0.279155289752	200.0	8.35558761	244.0	4.99524888	-0.742184730254	47.0	9.28899062	37.0	4.31689029		112.0	6.16491324	54.0	4.30389306	-0.518438360144	124.0	6.94461144	40.0	3.89141528	-0.835599027258	210.0	14.42355668	64.0	5.78910784	-1.31701402356	549.0	14.92502019	451.0	16.59003125	0.152583720731	377.0	9.32246759	318.0	11.16608841	0.260340102614	1125.0	11.88791564	1656.0	11.08965806	-0.100280901321	427.0	8.88133113	787.0	7.64717874	-0.215848328222
YMR212C	EFR3	yes	Internal	no	no		782	282	TMD	TMD	921.0	33.709615	347.0	10.91760156	-1.62650419857	6755.0	25.07461999	3731.0	19.85173227	-0.336962933722	5494.0	22.7658386	2811.0	18.0781951	-0.332619954872	1803.0	22.18598116	923.0	14.39777256	-0.623802723252	1677.0	32.25831424	1572.0	21.61867268	-0.577393099128	892.0	21.68955638	582.0	17.79363449	-0.285639323107	810.0	20.55506606	1037.0	12.89534357	-0.67264379716	152.0	18.24740498	299.0	21.18982318	0.21568024064	739.0	24.70815069	446.0	21.59182875	-0.194501594935	676.0	22.99639812	403.0	23.81439163	0.0504257812122	742.0	30.95592835	363.0	19.94459158	-0.634218144896	1605.0	26.50357605	576.0	12.87004313	-1.04217014312	1235.0	18.54997575	372.0	7.93421087	-1.22525865478	4812.0	30.8862845	5320.0	21.63995293	-0.513268969697	1942.0	24.53501172	2647.0	15.62310339	-0.651160900124
YMR213W	CEF1	no	Not secreted	no	no		590	None	None	None	158.0	7.66489113	65.0	2.71060268	-1.49965164188	1622.0	7.98021511	478.0	3.37097707	-1.24326082153	1424.0	7.82095394	611.0	5.20823024	-0.586551360077	574.0	9.36158849	214.0	4.42447884	-1.08124581954	403.0	10.27468209	366.0	6.67132827	-0.62304781847	263.0	8.47610455	159.0	6.44308034	-0.395650798883	312.0	10.49405155	473.0	7.79596792	-0.428771722965	43.0	6.84196298	44.0	4.13298246		198.0	8.77436577	104.0	6.67333073	-0.39488784256	209.0	9.42354156	99.0	7.75397473	-0.281333322712	194.0	10.72744753	114.0	8.3019118	-0.369791334747	442.0	9.67400817	217.0	6.42646274	-0.590088889807	474.0	9.436468	204.0	5.76694365	-0.710440044971	1188.0	10.1067432	1156.0	6.23242778	-0.697452012346	502.0	8.4061184	713.0	5.57773192	-0.591761180527
